date,ticker,close,source
2026-03-19,TLT,92.0552,sample_synthetic
2026-03-19,USO,71.0426,sample_synthetic
2026-03-19,UUP,27.5264,sample_synthetic
2026-03-19,VIX,17.36,sample_synthetic
2026-03-20,GLD,215.4196,sample_synthetic
2026-03-20,HYG,77.1002,sample_synthetic
2026-03-20,IEF,98.102,sample_synthetic
2026-03-20,IWM,205.5336,sample_synthetic
2026-03-20,LQD,107.167,sample_synthetic
2026-03-20,QQQ,431.9606,sample_synthetic
2026-03-20,SHY,82.032,sample_synthetic
2026-03-20,SPY,511.66,sample_synthetic
2026-03-20,TIP,105.1366,sample_synthetic
2026-03-20,TLT,92.0598,sample_synthetic
2026-03-20,USO,71.0462,sample_synthetic
2026-03-20,UUP,27.5286,sample_synthetic
2026-03-20,VIX,17.64,sample_synthetic
2026-03-23,GLD,215.4519,sample_synthetic
2026-03-23,HYG,77.1079,sample_synthetic
2026-03-23,IEF,98.1098,sample_synthetic
2026-03-23,IWM,205.5747,sample_synthetic
2026-03-23,LQD,107.1799,sample_synthetic
2026-03-23,QQQ,432.1118,sample_synthetic
2026-03-23,SHY,82.0344,sample_synthetic
2026-03-23,SPY,511.7879,sample_synthetic
2026-03-23,TIP,105.1471,sample_synthetic
2026-03-23,TLT,92.0644,sample_synthetic
2026-03-23,USO,71.0497,sample_synthetic
2026-03-23,UUP,27.5308,sample_synthetic
2026-03-23,VIX,17.92,sample_synthetic
2026-03-24,GLD,215.4843,sample_synthetic
2026-03-24,HYG,77.1156,sample_synthetic
2026-03-24,IEF,98.1177,sample_synthetic
2026-03-24,IWM,205.6159,sample_synthetic
2026-03-24,LQD,107.1928,sample_synthetic
2026-03-24,QQQ,432.263,sample_synthetic
2026-03-24,SHY,82.0369,sample_synthetic
2026-03-24,SPY,511.9159,sample_synthetic
2026-03-24,TIP,105.1576,sample_synthetic
2026-03-24,TLT,92.069,sample_synthetic
2026-03-24,USO,71.0533,sample_synthetic
2026-03-24,UUP,27.533,sample_synthetic
2026-03-24,VIX,18.2,sample_synthetic
2026-03-25,GLD,215.5166,sample_synthetic
2026-03-25,HYG,77.1233,sample_synthetic
2026-03-25,IEF,98.1255,sample_synthetic
2026-03-25,IWM,205.657,sample_synthetic
2026-03-25,LQD,107.2056,sample_synthetic
2026-03-25,QQQ,432.4143,sample_synthetic
2026-03-25,SHY,82.0394,sample_synthetic
2026-03-25,SPY,512.0438,sample_synthetic
2026-03-25,TIP,105.1681,sample_synthetic
2026-03-25,TLT,92.0736,sample_synthetic
2026-03-25,USO,71.0568,sample_synthetic
2026-03-25,UUP,27.5352,sample_synthetic
2026-03-25,VIX,18.48,sample_synthetic
2026-03-26,GLD,215.5489,sample_synthetic
2026-03-26,HYG,77.131,sample_synthetic
2026-03-26,IEF,98.1334,sample_synthetic
2026-03-26,IWM,205.6981,sample_synthetic
2026-03-26,LQD,107.2185,sample_synthetic
2026-03-26,QQQ,432.5657,sample_synthetic
2026-03-26,SHY,82.0418,sample_synthetic
2026-03-26,SPY,512.1718,sample_synthetic
2026-03-26,TIP,105.1786,sample_synthetic
2026-03-26,TLT,92.0782,sample_synthetic
2026-03-26,USO,71.0604,sample_synthetic
2026-03-26,UUP,27.5374,sample_synthetic
2026-03-26,VIX,18.76,sample_synthetic
2026-03-27,GLD,215.5812,sample_synthetic
2026-03-27,HYG,77.1387,sample_synthetic
2026-03-27,IEF,98.1412,sample_synthetic
2026-03-27,IWM,205.7393,sample_synthetic
2026-03-27,LQD,107.2314,sample_synthetic
2026-03-27,QQQ,432.7171,sample_synthetic
2026-03-27,SHY,82.0443,sample_synthetic
2026-03-27,SPY,512.2999,sample_synthetic
2026-03-27,TIP,105.1892,sample_synthetic
2026-03-27,TLT,92.0828,sample_synthetic
2026-03-27,USO,71.0639,sample_synthetic
2026-03-27,UUP,27.5396,sample_synthetic
2026-03-27,VIX,19.04,sample_synthetic
2026-03-30,GLD,215.6136,sample_synthetic
2026-03-30,HYG,77.1464,sample_synthetic
2026-03-30,IEF,98.1491,sample_synthetic
2026-03-30,IWM,205.7804,sample_synthetic
2026-03-30,LQD,107.2442,sample_synthetic
2026-03-30,QQQ,432.8685,sample_synthetic
2026-03-30,SHY,82.0468,sample_synthetic
2026-03-30,SPY,512.428,sample_synthetic
2026-03-30,TIP,105.1997,sample_synthetic
2026-03-30,TLT,92.0874,sample_synthetic
2026-03-30,USO,71.0675,sample_synthetic
2026-03-30,UUP,27.5418,sample_synthetic
2026-03-30,VIX,19.32,sample_synthetic
2026-03-31,GLD,215.6459,sample_synthetic
2026-03-31,HYG,77.1541,sample_synthetic
2026-03-31,IEF,98.1569,sample_synthetic
2026-03-31,IWM,205.8216,sample_synthetic
2026-03-31,LQD,107.2571,sample_synthetic
2026-03-31,QQQ,433.02,sample_synthetic
2026-03-31,SHY,82.0492,sample_synthetic
2026-03-31,SPY,512.5561,sample_synthetic
2026-03-31,TIP,105.2102,sample_synthetic
2026-03-31,TLT,92.092,sample_synthetic
2026-03-31,USO,71.071,sample_synthetic
2026-03-31,UUP,27.544,sample_synthetic
2026-03-31,VIX,19.6,sample_synthetic
2026-04-01,GLD,215.6783,sample_synthetic
2026-04-01,HYG,77.1619,sample_synthetic
2026-04-01,IEF,98.1648,sample_synthetic
2026-04-01,IWM,205.8627,sample_synthetic
2026-04-01,LQD,107.27,sample_synthetic
2026-04-01,QQQ,433.1716,sample_synthetic
2026-04-01,SHY,82.0517,sample_synthetic
2026-04-01,SPY,512.6842,sample_synthetic
2026-04-01,TIP,105.2207,sample_synthetic
2026-04-01,TLT,92.0966,sample_synthetic
2026-04-01,USO,71.0746,sample_synthetic
2026-04-01,UUP,27.5462,sample_synthetic
2026-04-01,VIX,19.88,sample_synthetic
2026-04-02,GLD,215.7106,sample_synthetic
2026-04-02,HYG,77.1696,sample_synthetic
2026-04-02,IEF,98.1726,sample_synthetic
2026-04-02,IWM,205.9039,sample_synthetic
2026-04-02,LQD,107.2828,sample_synthetic
2026-04-02,QQQ,433.3232,sample_synthetic
2026-04-02,SHY,82.0541,sample_synthetic
2026-04-02,SPY,512.8124,sample_synthetic
2026-04-02,TIP,105.2312,sample_synthetic
2026-04-02,TLT,92.1013,sample_synthetic
2026-04-02,USO,71.0781,sample_synthetic
2026-04-02,UUP,27.5484,sample_synthetic
2026-04-02,VIX,20.16,sample_synthetic
2026-04-03,GLD,215.743,sample_synthetic
2026-04-03,HYG,77.1773,sample_synthetic
2026-04-03,IEF,98.1805,sample_synthetic
2026-04-03,IWM,205.9451,sample_synthetic
2026-04-03,LQD,107.2957,sample_synthetic
2026-04-03,QQQ,433.4749,sample_synthetic
2026-04-03,SHY,82.0566,sample_synthetic
2026-04-03,SPY,512.9406,sample_synthetic
2026-04-03,TIP,105.2418,sample_synthetic
2026-04-03,TLT,92.1059,sample_synthetic
2026-04-03,USO,71.0817,sample_synthetic
2026-04-03,UUP,27.5506,sample_synthetic
2026-04-03,VIX,21.94,sample_synthetic
2026-04-06,GLD,215.7753,sample_synthetic
2026-04-06,HYG,77.185,sample_synthetic
2026-04-06,IEF,98.1883,sample_synthetic
2026-04-06,IWM,205.9863,sample_synthetic
2026-04-06,LQD,107.3086,sample_synthetic
2026-04-06,QQQ,433.6266,sample_synthetic
2026-04-06,SHY,82.0591,sample_synthetic
2026-04-06,SPY,513.0688,sample_synthetic
2026-04-06,TIP,105.2523,sample_synthetic
2026-04-06,TLT,92.1105,sample_synthetic
2026-04-06,USO,71.0852,sample_synthetic
2026-04-06,UUP,27.5528,sample_synthetic
2026-04-06,VIX,22.22,sample_synthetic
2026-04-07,GLD,216.3471,sample_synthetic
2026-04-07,HYG,76.884,sample_synthetic
2026-04-07,IEF,98.1471,sample_synthetic
2026-04-07,IWM,205.1005,sample_synthetic
2026-04-07,LQD,107.4073,sample_synthetic
2026-04-07,QQQ,431.6102,sample_synthetic
2026-04-07,SHY,82.0615,sample_synthetic
2026-04-07,SPY,511.1448,sample_synthetic
2026-04-07,TIP,105.2944,sample_synthetic
2026-04-07,TLT,91.8387,sample_synthetic
2026-04-07,USO,71.1599,sample_synthetic
2026-04-07,UUP,27.5881,sample_synthetic
2026-04-07,VIX,22.5,sample_synthetic
2026-04-08,GLD,216.9205,sample_synthetic
2026-04-08,HYG,76.5841,sample_synthetic
2026-04-08,IEF,98.1059,sample_synthetic
2026-04-08,IWM,204.2186,sample_synthetic
2026-04-08,LQD,107.5061,sample_synthetic
2026-04-08,QQQ,429.6032,sample_synthetic
2026-04-08,SHY,82.064,sample_synthetic
2026-04-08,SPY,509.228,sample_synthetic
2026-04-08,TIP,105.3365,sample_synthetic
2026-04-08,TLT,91.5678,sample_synthetic
2026-04-08,USO,71.2346,sample_synthetic
2026-04-08,UUP,27.6234,sample_synthetic
2026-04-08,VIX,22.78,sample_synthetic
2026-04-09,GLD,217.4953,sample_synthetic
2026-04-09,HYG,76.2855,sample_synthetic
2026-04-09,IEF,98.0647,sample_synthetic
2026-04-09,IWM,203.3405,sample_synthetic
2026-04-09,LQD,107.605,sample_synthetic
2026-04-09,QQQ,427.6056,sample_synthetic
2026-04-09,SHY,82.0664,sample_synthetic
2026-04-09,SPY,507.3184,sample_synthetic
2026-04-09,TIP,105.3786,sample_synthetic
2026-04-09,TLT,91.2977,sample_synthetic
2026-04-09,USO,71.3094,sample_synthetic
2026-04-09,UUP,27.6588,sample_synthetic
2026-04-09,VIX,23.06,sample_synthetic
2026-04-10,GLD,218.0717,sample_synthetic
2026-04-10,HYG,75.988,sample_synthetic
2026-04-10,IEF,98.0235,sample_synthetic
2026-04-10,IWM,202.4661,sample_synthetic
2026-04-10,LQD,107.704,sample_synthetic
2026-04-10,QQQ,425.6172,sample_synthetic
2026-04-10,SHY,82.0689,sample_synthetic
2026-04-10,SPY,505.416,sample_synthetic
2026-04-10,TIP,105.4208,sample_synthetic
2026-04-10,TLT,91.0284,sample_synthetic
2026-04-10,USO,71.3843,sample_synthetic
2026-04-10,UUP,27.6942,sample_synthetic
2026-04-10,VIX,23.34,sample_synthetic
2026-04-13,GLD,218.6496,sample_synthetic
2026-04-13,HYG,75.6916,sample_synthetic
2026-04-13,IEF,97.9823,sample_synthetic
2026-04-13,IWM,201.5955,sample_synthetic
2026-04-13,LQD,107.8031,sample_synthetic
2026-04-13,QQQ,423.6381,sample_synthetic
2026-04-13,SHY,82.0714,sample_synthetic
2026-04-13,SPY,503.5207,sample_synthetic
2026-04-13,TIP,105.463,sample_synthetic
2026-04-13,TLT,90.7598,sample_synthetic
2026-04-13,USO,71.4592,sample_synthetic
2026-04-13,UUP,27.7296,sample_synthetic
2026-04-13,VIX,20.5,sample_synthetic
2026-04-14,GLD,219.229,sample_synthetic
2026-04-14,HYG,75.3964,sample_synthetic
2026-04-14,IEF,97.9412,sample_synthetic
2026-04-14,IWM,200.7286,sample_synthetic
2026-04-14,LQD,107.9023,sample_synthetic
2026-04-14,QQQ,421.6682,sample_synthetic
2026-04-14,SHY,82.0738,sample_synthetic
2026-04-14,SPY,501.6325,sample_synthetic
2026-04-14,TIP,105.5051,sample_synthetic
2026-04-14,TLT,90.4921,sample_synthetic
2026-04-14,USO,71.5343,sample_synthetic
2026-04-14,UUP,27.7651,sample_synthetic
2026-04-14,VIX,24.0,sample_synthetic
